-41,-39,-42,-54,-50,-41,-57,-55,direita
-42,-39,-42,-54,-50,-41,-55,-55,direita
-39,-39,-42,-54,-50,-41,-53,-55,direita
-39,-37,-41,-55,-53,-39,-54,-52,direita
-39,-36,-38,-45,-51,-39,-53,-50,direita
-41,-37,-42,-52,-51,-39,-49,-50,direita
-40,-37,-42,-53,-52,-39,-49,-50,direita
-41,-36,-44,-54,-52,-38,-54,-52,direita
-41,-37,-44,-53,-52,-41,-54,-52,direita
-41,-36,-44,-54,-51,-42,-48,-46,direita
-41,-36,-44,-54,-52,-42,-48,-50,direita
-39,-37,-39,-54,-53,-42,-51,-50,direita
-41,-37,-41,-58,-53,-42,-51,-50,direita
-42,-37,-41,-59,-53,-42,-51,-50,direita
-40,-37,-42,-59,-53,-42,-52,-50,direita
-42,-37,-41,-59,-53,-41,-53,-50,direita
-68,-34,-41,-55,-48,-39,-51,-48,direita
-68,-36,-41,-55,-51,-41,-50,-51,direita
-68,-38,-42,-54,-51,-42,-50,-46,direita
-41,-36,-42,-56,-51,-42,-46,-46,direita
-43,-36,-41,-56,-51,-42,-46,-46,direita
-41,-36,-42,-56,-50,-38,-46,-51,direita
-42,-37,-43,-55,-50,-41,-44,-50,direita
-42,-36,-41,-55,-51,-41,-46,-50,direita
-42,-36,-47,-57,-51,-41,-52,-50,direita
-42,-36,-42,-56,-51,-41,-52,-50,direita
-42,-36,-42,-56,-51,-41,-49,-50,direita
-42,-37,-40,-57,-51,-41,-49,-50,direita
-42,-37,-42,-55,-51,-41,-43,-50,direita
-52,-37,-44,-56,-50,-42,-52,-50,direita
-51,-40,-41,-47,-51,-44,-53,-53,direita
-51,-37,-41,-57,-51,-44,-53,-45,direita
-34,-36,-41,-54,-49,-41,-44,-44,direita
-34,-35,-40,-54,-53,-41,-44,-44,direita
-34,-35,-44,-54,-50,-41,-45,-44,direita
-34,-35,-42,-52,-50,-41,-45,-44,direita
-34,-35,-42,-53,-50,-41,-43,-44,direita
-34,-35,-42,-53,-50,-41,-44,-44,direita
-47,-36,-39,-53,-51,-49,-42,-49,direita
-36,-35,-39,-53,-51,-47,-43,-54,direita
